NO,TANGGAL,JUDUL KONTEN,JENIS KONTEN,KATEGORI DALAM AGSET BUMN,JENIS MEDIA PLAN,AKTUALISASI,MEDIA,Jenis Konten,HIGHLIGHT/CAPTIONS,LINK,CREATOR,PROCESS,KETERANGAN/JENIS KONTEN
,15 Agustus 2024,Program ACTOR (Acting as Director) adalah Program yang memberikan kesempatan luar biasa kepada seluruh Insan Asabri (Non Manajerial) baik di Kantor Pusat dan Kantor Cabang untuk dapat berperan sebagai Direktur PT ASABRI (Persero).,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #InsanASABRI

53 Tahun ASABRI: Forward, Together
Are You Ready To Become an ACTOR?

Program ACTOR (Acting as Director) adalah Program yang memberikan kesempatan luar biasa kepada seluruh Insan Asabri (Non Manajerial) baik di Kantor Pusat dan Kantor Cabang untuk dapat berperan sebagai Direktur PT ASABRI (Persero).

We are calling all future leaders who are ready to step up and shape the future. Let's embark on this journey and unlock your true potential 🔥🔥

Yuk Insan ASABRI, Scan barcode dan buruan daftarkan dirimu sekarang juga. Kapan lagi bisa merasakan pengalaman luar biasa menjadi seorang Direktur ???

Sssttt... akan ada hadiah menarik lainnya yang menanti kamu lohh...🤩🤩

ACTOR,
isn't just about taking charge, it's about continuous growth, learning, and inspiring others. 

#HUTKe53ASABRI
#ForwardTogether
#MajuBersama
#ActingAsDirector
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C-r4h8iSPJ1/,,,
,17 Agustus 2024,"Selamat memperingati Hari Ulang Tahun
ke-79 Kemerdekaan Republik Indonesia, 17 Agustus
2024.",Hari Besar Nasional,,,Realisasi,Instagram,Infografis,"Selamat memperingati Hari Ulang Tahun
ke-79 Kemerdekaan Republik Indonesia, 17 Agustus
2024.

Rayakan HUT ke 79 Republik Indonesia, dengan semangat kemerdekaan, bangga dan penuh suka cita! 

Merah putih berkibar gagah,
Di angkasa tinggi ia menjulang.
Semangat kita takkan pernah lelah,
Untuk Indonesia maju, kita terus berjuang!

""Nusantara Baru Indonesia Maju"".

Merdeka! 🇮🇩

#HUTke79RI
#NusantaraBaruIndonesiaMaju
#ForwardTogether
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C-wEuT5Sf4D/,,,
,17 Agustus 2024,Aksi ASABRI untuk 79 Tahun Kemerdekaan Indonesia,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Aksi ASABRI untuk 79 Tahun Kemerdekaan Indonesia

17 Agustus 2024, ASABRI melaksanakan Upacara Peringatan Detik-Detik Proklamasi dengan Ragam Busana Adat Nasional

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini ya..

#HUTke79RI
#NusantaraBaruIndonesiaMaju
#ForwardTogether
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C-wtnUISL9T/,,,
,18 Agustus 2024,"Komisaris Utama PT ASABRI (Persero) Fary Djemy Francis dan Direktur Utama Wahyu Suparyono didampingi Direktur Hubungan Kelembagaan Khaidir Abdurrahman dan Kepala Kantor Cabang Utama Aris Karyawan serta Sekretaris Perusahaan Okki Jatnika berkesempatan menyerahkan manfaat Program Tabungan Hari Tua (THT) dan Jaminan Pensiun kepada Letjen Jonni Mahroza.
",Cerita,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Yuk kita simak CERITA kali ini.. #CuplikanBeritadanTestimoniPeserta 😊

Komisaris Utama PT ASABRI (Persero) Fary Djemy Francis dan Direktur Utama Wahyu Suparyono didampingi Direktur Hubungan Kelembagaan Khaidir Abdurrahman dan Kepala Kantor Cabang Utama Aris Karyawan serta Sekretaris Perusahaan Okki Jatnika berkesempatan menyerahkan manfaat Program Tabungan Hari Tua (THT) dan Jaminan Pensiun kepada Letjen Jonni Mahroza.

Untuk lengkapnya, #SobatASABRI bisa simak CERITA yang tersedia pada postingan ini ya.

Nantikan dan sampai jumpa di CERITA kita selanjutnya ya 😊

#LayananASABRI #ManfaatASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNUntukIndonesia",https://www.instagram.com/p/C-z5P0Tya8E/,,,
,19 Agustus 2024,Semangat Hari Senin,Senin Semangat,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Semangat Hari Senin

Memulai Hari Dengan Pikiran yang Teduh
Tak Lupa Berdoa Agar Hati Tidak Keruh
Terus Belajar Sehingga Wawasan Bertumbuh

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C-1gdc7yq-t/,,,
,19 Agustus 2024,PT ASABRI (Persero) menyelenggarakan Program “Pensiun Happy Bersama ASABRI”,TJSL,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

PT ASABRI (Persero) menyelenggarakan Program “Pensiun Happy Bersama ASABRI” kepada Prajurit TNI dan ASN di Lingkungan Kodam Jaya Jayakarta. Program ini sebagai bentuk kolaborasi Program Tanggung Jawab Sosial dan Lingkungan antara ASABRI dengan Kodam Jaya/Jayakarta dalam rangka mempersiapkan Prajurit TNI dan ASN di lingkungan Kodam Jaya yang akan memasuki masa Purna Bakti. 

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini ya..

#TJSLASABRI
#PensiunHappyBersamaASABRI
#BaktiASABRIuntukPeserta 
#KitaBerkualitasKitaHebat 
#ASABRIuntukIndonesia 
#BUMNUntukIndonesia",https://www.instagram.com/p/C-2QunDytwB/,,,
,20 Agustus 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Riau loh..,ASABRI Link,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Riau loh..

Bagi #SobatASABRI yang berdomisili di wilayah Riau, Sobat dapat mengunjungi Kantor Cabang ASABRI Pekanbaru dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Pekanbaru, Sobat bisa mengunjungi @asabri_kcpekanbaru ya.

ASABRI Link, lebih dekat melayani Peserta.

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C-33IMSyQI-/,,,
,21 Agustus 2024,"53 Tahun ASABRI: Forward, Together
Are You Ready To Become an ACTOR?
",Campaign ASABRI,,,Realisasi,Instagram,Video,"Halo #InsanASABRI

53 Tahun ASABRI: Forward, Together
Are You Ready To Become an ACTOR?

Selamat untuk seluruh Kandidat ACTOR yang dinyatakan lulus tahap pertama.🥳🥳

Untuk Kandidat ACTOR lainnya yang belum bisa lanjut ke tahap selanjutnya, jangan berkecil hati karena setiap langkah kecil yang kita ambil adalah satu langkah lebih dekat menuju mimpi besar kita.

Para ACTOR, jangan lupa cek _e-mail_ kalian ya, karena ada informasi berikutnya. 🤫🤫

ACTOR,
isn't just about taking charge, it's about continuous growth, learning, and inspiring others. 

#HUTKe53ASABRI
#ForwardTogether
#MajuBersama
#ActingAsDirector
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C-6se6UyIYU/,,,
,22 Agustus 2024,BERSERI: Tahukah kamu apa itu Risiko Santunan Kematian Khusus?,Berseri,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊

Tahukah kamu apa itu Risiko Santunan Kematian Khusus?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C--MIDPS5ay/,,,
,22 Agustus 2024,"Aksi ASABRI untuk 79 Tahun Kemerdekaan Indonesia, ASABRI menggelar aksi #ASABRIPeduli sesama melalui Donor Darah.",Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Aksi ASABRI untuk 79 Tahun Kemerdekaan Indonesia, ASABRI menggelar aksi #ASABRIPeduli sesama melalui Donor Darah.

Ayo Donor Darah “Karena Setetes Darahmu Sangat Berarti Bagi Mereka Yang Membutuhkan”.

Link Pendaftaran: s.id/ASABRIPEDULISESAMA

KUOTA TERBATAS !!
Untuk informasi selengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan berikut ya..

📍Kantor Pusat PT ASABRI (Persero) - Jalan Mayjen Sutoyo No.11

Informasi lebih lanjut dapat menghubungi Admin sebagaimana tertera pada postingan di atas ya..

#KitaBerkualitasKitaHebat 
#ASABRIuntukIndonesia 
#BUMNUntukIndonesia",https://www.instagram.com/p/C-98HmqSeQG/,,,
,26 Agustus 2024,Semangat Hari Senin,Senin Semangat,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Semangat Hari Senin

Ke pasar pagi membeli sayur
Tak lupa pula membeli tomat
Mulailah hari dengan rasa syukur
Agar hati sehat dan penuh semangat

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_HVSHISlNj/,,,
,27 Agustus 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Lampung loh..,ASABRI Link,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Lampung loh..

Bagi #SobatASABRI yang berdomisili di wilayah Lampung, Sobat dapat mengunjungi Kantor Cabang ASABRI Lampung dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Lampung, Sobat bisa mengunjungi @asabri_kclampung ya.

ASABRI Link, lebih dekat melayani Peserta.

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_J8bTrycy3/,,,
,28 Agustus 2024,ASABRI melakukan aksi nyata untuk berkontribusi kepada Negeri melalui kegiatan donor darah yang dilakukan secara kolaborasi dengan Palang Merah Indonesia dalam rangka 79 Tahun Kemerdekaan Indonesia.,TJSL,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

ASABRI melakukan aksi nyata untuk berkontribusi kepada Negeri melalui kegiatan donor darah yang dilakukan secara kolaborasi dengan Palang Merah Indonesia dalam rangka 79 Tahun Kemerdekaan Indonesia.

Untuk lengkapnya, #SobatASABRI bisa simak informasi yang tersedia pada postingan ini atau #SobatASABRI dapat mengunjungi website resmi ASABRI di www.asabri.co.id ya..

#TJSLASABRI
#AksiSosialASABRIuntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNUntukIndonesia",https://www.instagram.com/p/C_NF-8xyaHw/,,,
,29 Agustus 2024,BERSERI:  apa saja Hak Ahli Waris apabila Peserta Aktif ASABRI mengalami Gugur/Tewas?,Berseri,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊

Tahukah kamu apa saja Hak Ahli Waris apabila Peserta Aktif ASABRI mengalami Gugur/Tewas?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI atau ASABRIlink sesuai wilayah masing-masing ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_PB27tyf1l/,,,
,30 Agustus 2024,"Direktur Hubungan Kelembagaan PT ASABRI (Persero), Khaidir Abdurrahman dan Kepala Kantor Cabang Utama, Aris Karyawan menyerahkan Manfaat Program Tabungan Hari Tua dan Jaminan Pensiun Pertama kepada Komjen. Pol. (Purn). Drs. Suntana, M.Si., sebagai Peserta ASABRI.",Cerita,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Yuk kita simak CERITA layanan kali ini.. #CuplikanBeritadanTestimoniPeserta 😊

Direktur Hubungan Kelembagaan PT ASABRI (Persero), Khaidir Abdurrahman dan Kepala Kantor Cabang Utama, Aris Karyawan menyerahkan Manfaat Program Tabungan Hari Tua dan Jaminan Pensiun Pertama kepada Komjen. Pol. (Purn). Drs. Suntana, M.Si., sebagai Peserta ASABRI.

Untuk lengkapnya, #SobatASABRI bisa simak CERITA yang tersedia pada postingan ini ya.

Nantikan dan sampai jumpa di CERITA kita selanjutnya ya 😊

#LayananASABRI #ManfaatASABRI #KitaBerkualitasKitaHebat #ASABRIuntukIndonesia #BUMNUntukIndonesia",https://www.instagram.com/p/C_RxxgKyLNu/,,,
,30 Agustus 2024,"53 Tahun ASABRI...
Melintasi masa sejak 1 Agustus 1971 hingga kini,
dalam setiap babak sejarah bangsa, dibawah naungan Merah Putih, ASABRI terus bertransformasi, menjemput masa depan dengan asa, dan Inovasi menjadi nafas.
",Campaign ASABRI,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

53 Tahun ASABRI...
Melintasi masa sejak 1 Agustus 1971 hingga kini,
dalam setiap babak sejarah bangsa, dibawah naungan Merah Putih, ASABRI terus bertransformasi, menjemput masa depan dengan asa, dan Inovasi menjadi nafas.

Perjalanan panjang dan berbagai peristiwa yang telah diukir selama 53 tahun harus terus dilanjutkan.  ASABRI Mengabdi untuk negeri, tanpa ragu, tanpa gentar. Dalam setiap denyut nadi perjuangan yang tak pernah pudar untuk Peserta dan Keluarga. ASABRI terus maju, bersama – berlandaskan nilai AKHLAK menjadi perusahaan yang berkualitas dan hebat. Bersama, kita terus belajar, bertumbuh, dan berkontribusi untuk Indonesia.

53 Tahun ASABRI: Forward, Together

#53TahunASABRI
#ForwardTogether
#MajuBersama
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_SfPq5SeLU/,,,
,01 September 2024,"Selamat hari jadi ke-76 Polwan RI, 1 September 2024",Hari Penting,,,Realisasi,Instagram,Infografis,"Dewan Komisaris, Direksi, dan Karyawan PT ASABRI (Persero) mengucapkan

Selamat hari jadi ke-76 Polwan RI, 1 September 2024

Polwan Presisi Mendukung Percepatan Transformasi Ekonomi yang Inklusif dan Berkelanjutan Menuju Indonesia Emas.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_Xk4IOSkEH/,,,
,02 September 2024,Semangat Hari Senin,Senin Semangat,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Semangat Hari Senin

Sambut hari dengan kehangatan,
Terus bergerak mengambil kesempatan,
Bangun semangat untuk meraih tujuan,
Maju tiada henti menuju kesuksesan.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_Zf9jsSGal/,,,
,02 September 2024,"Sebagai bentuk Layanan ASABRI untuk menjamin keamanan Gaji Pensiun Peserta, Sudahkan Sobat melakukan Autentikasi di ASABRI STAR?",Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Sebagai bentuk Layanan ASABRI untuk menjamin keamanan Gaji Pensiun Peserta, Sudahkan Sobat melakukan Autentikasi di ASABRI STAR?

Untuk keamanan Gaji Pensiun, pastikan Sobat ASABRI telah melakukan Autentikasi digital di ASABRI STAR mulai tanggal 1 sampai dengan tanggal 10 setiap bulannya agar Gaji Pensiun dapat masuk ke rekening.

Apabila terdapat kendala atau membutuhkan informasi lebih lanjut, silakan Sobat ASABRI dapat mengunjungi Kantor Cabang ASABRI, Mitra Bayar ASABRI atau menghubungi Akun Resmi Contact Center ASABRI ya.

#LayananASABRI
#DenganASABRISTARGajiPensiunAman
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_aOWq8yZCI/,,,
,03 September 2024,Terima kasih kepada seluruh kandidat yang telah berpartisipasi pada kegiatan Rekrutmen PT ASABRI (Persero),Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

🌟 Thank You for Your Participation! 🌟

Kami ingin mengucapkan terima kasih kepada seluruh kandidat yang telah berpartisipasi pada kegiatan Rekrutmen PT ASABRI (Persero). Saat ini proses Rekrutmen telah selesai dilaksanakan. 

Kami melihat, bertemu, dan memproses banyak talenta dan merasa bangga atas potensi dari seluruh kandidat. Your enthusiasm and dedication have truly inspired us and never stop chasing your dreams—this is just the beginning! 🚀 Once again, thank you for being a part of this journey. We can't wait to see where your path leads next! 🌍

#RekrutmenASABRI
#BUMNUntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.instagram.com/p/C_cTJmCyAYY/,,,
,03 September 2024,ASABRI telah menghadirkan ASABRI Link di wilayah Aceh loh..,ASABRI Link,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Sebagai salah satu bentuk Layanan ASABRI Untuk Indonesia, ASABRI telah menghadirkan ASABRI Link di wilayah Aceh loh..

Bagi #SobatASABRI yang berdomisili di wilayah Aceh, Sobat dapat mengunjungi Kantor Cabang ASABRI Lhokseumawe dan beberapa ASABRI Link yang tersedia sesuai informasi yang tertera pada infografis berikut ya.

Untuk informasi media sosial atau kontak resmi Kantor Cabang ASABRI Lhokseumawe, Sobat bisa mengunjungi @asabri_kclhokseumawe ya.

ASABRI Link, lebih dekat melayani Peserta

#LayananASABRI
#ASABRILink
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.instagram.com/p/C_cpS_jyZb3/,,,
,04 September 2024,Selamat Hari Pelanggan Nasional Tahun 2024,Hari Penting,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Selamat Hari Pelanggan Nasional Tahun 2024

Dengan semangat Maju Bersama, ASABRI terus berupaya wujudkan layanan prima sehingga dapat tercipta kesejahteraan kepada para Peserta ASABRI.

#HariPelangganNasional
#BUMNUntukIndonesia
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia",https://www.instagram.com/p/C_fRwmBSqtP/,,,
,05 September 2024,"BERSERI: apa itu Tunjangan Yatim/Piatu dan Tunjangan Yatim-Piatu?
",Berseri,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Sekarang memasuki waktunya BERSERI nih.. #BertanyaSeputarASABRI 😊

Tahukah kamu apa itu Tunjangan Yatim/Piatu dan Tunjangan Yatim-Piatu?

Yuk simak dan ketahui informasi yang tersedia sesuai infografis berikut ya…

Untuk informasi lebih lanjut, Sobat dapat mengunjungi Website ASABRI www.asabri.co.id atau Kantor Cabang ASABRI dan ASABRIlink sesuai wilayah masing-masing ya. Selain itu, Sobat juga dapat menghubungi akun resmi contact center ASABRI ya Sobat…

#BertanyaSeputarASABRI
#ManfaatProgramASABRI
#LayananASABRI
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_hPqP4SZhm/,,,
,07 September 2024,"Kabar gembira untuk Sobat ASABRI, kompetisi ASABRI Literasi (ASLI) yang berkolaborasi dengan Universitas Pertahanan RI dan PT Balai Pustaka, menuai sukses dalam pelaksanaannya guna mendukung Program *Tujuan Pembangunan Bekelanjutan nomor 4 yaitu Pendidikan Berkualitas*
",Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Kabar gembira untuk Sobat ASABRI, kompetisi ASABRI Literasi (ASLI) yang berkolaborasi dengan Universitas Pertahanan RI dan PT Balai Pustaka, menuai sukses dalam pelaksanaannya guna mendukung Program *Tujuan Pembangunan Bekelanjutan nomor 4 yaitu Pendidikan Berkualitas*

Penasaran, siapa saja ya pemenang ASLI kali ini…🤔🤔

Informasi lengkapnya, #SobatASABRI bisa cek pada informasi di atas ya..

Kami ucapkan selamat kepada para pemenang.

Untuk informasi dan mekanisme lebih lanjut, para pemenang akan dihubungi oleh Tim panitia ya...

Terus berkarya untuk meningkatkan literasi Indonesia!

#HUTKe53ASABRI
#ForwardTogether
#MajuBersama
#BaktiASABRIuntukPeserta
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_mdTXWSdu8/,,,
,09 September 2024,Semangat Hari Senin,Senin Semangat,,,Realisasi,Instagram,Video,"Halo #SobatASABRI

Semangat Hari Senin

Setiap hari adalah kesempatan untuk membuat impianmu lebih dekat, biarkan energi positif mengisi harimu dan membawamu menuju kesuksesan.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_rcOxQSWJO/,,,
,09 September 2024,Selamat Hari Olah Raga Nasional 2024,Hari Penting,,,Realisasi,Instagram,Infografis,"Halo #SobatASABRI

Selamat Hari Olah Raga Nasional 2024

Olahraga menyatukan, prestasi menginspirasi.
Olahraga adalah langkah kecil menuju kemenangan besar.
Sambut Pekan Olahraga ASABRI 2024!

Ayo Berolahraga: Bersatu Kita Juara🔥🤗

#HAORNAS2024
#PekanOlahRagaASABRI2024
#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_r7d5DyB_H/,,,
,09 September 2024,"Terima kasih kepada Bapak Wahyu Suparyono atas dedikasi, arahan, dan kepemimpinan selama menjabat sebagai Direktur Utama PT ASABRI (Persero). Semoga jejak keberhasilan yang telah tercipta terus menjadi inspirasi.",Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Keluarga Besar PT ASABRI (Persero) mengucapkan Terima kasih kepada Bapak Wahyu Suparyono atas dedikasi, arahan, dan kepemimpinan selama menjabat sebagai Direktur Utama PT ASABRI (Persero). Semoga jejak keberhasilan yang telah tercipta terus menjadi inspirasi. 

Kami juga mengucapkan selamat, atas amanah baru Bapak, sebagai Direktur Utama Perum BULOG.

Selamat bertugas dan berkarya #untukIndonesia.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_sk2PKSPMB/,,,
,09 September 2024,Selamat dan Sukses atas dilantiknya Bapak Jeffry Haryadi P. Manullang sebagai Direktur Utama PT ASABRI (Persero). Semoga ASABRI semakin maju dan inovatif menuju masa depan yang gemilang.,Campaign ASABRI,,,Realisasi,Instagram,Infografis,"Keluarga Besar PT ASABRI (Persero) mengucapkan Selamat dan Sukses atas dilantiknya Bapak Jeffry Haryadi P. Manullang sebagai Direktur Utama PT ASABRI (Persero). Semoga ASABRI semakin maju dan inovatif menuju masa depan yang gemilang.

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_slBBiyOMP/,,,
,10 September 2024,"Dirgahayu ke-79 TNI Angkatan Laut
10 September 2024",Hari Penting,,,Realisasi,Instagram,Infografis,"Dewan Komisaris, Direksi, dan Karyawan PT ASABRI (Persero) mengucapkan

Dirgahayu ke-79 TNI Angkatan Laut
10 September 2024

“Dengan Semangat Jalesveva Jayamahe, TNI AL Siap Wujudkan Nusantara Baru Indonesia Maju”

#KitaBerkualitasKitaHebat
#ASABRIuntukIndonesia
#BUMNuntukIndonesia",https://www.instagram.com/p/C_t3XO6Sd0Y/,,,
